shoe_name,brand,model,catalog_id,size,data_reliability_warning,is_duplicate_catalog_data,duplicate_of_shoe,analysis_period_days,data_date_range_start,data_date_range_end,sales_count_display,sales_count_raw,hit_api_limit,sales_velocity_display,sales_velocity_raw,velocity_is_minimum,consigned_sales_this_size,consigned_percentage_this_size,total_sales_all_sizes,total_active_sizes,avg_sale_price_this_size,price_based_on_recent_only,min_sale_price_this_size,max_sale_price_this_size,price_range_this_size,search_terms_used,error_message,analysis_timestamp
FD8782-400 AIR JORDAN 1 MID (TD),Air Jordan,,air-jordan-1-retro-high-og-shattered-backboard-2025-dz5485-008,11,Sales capped at API limit; Velocity is minimum; Prices from recent sales only; Duplicate catalog data,True,DQ8423-801 AIR JORDAN 1 MID,56,2025-05-29T20:01:23.521Z,2025-07-25T01:41:19.667Z,≥200,200,True,≥15.385,15.385,True,49,24.5,1696,12,181.57,True,143.0,250.0,107.0,Jordan 1; (TD); Air Jordan 1 Mid; FD8782-400 AIR JORDAN 1 MID (TD); Air Jordan 1; FD8782-400 AIR JORDAN 1 MID,,2025-07-25T01:54:45.790500
FD8782-400 AIR JORDAN 1 MID (TD),Air Jordan,,air-jordan-1-retro-high-og-shattered-backboard-2025-dz5485-008,11.5,Duplicate catalog data,True,DQ8423-801 AIR JORDAN 1 MID,56,2025-05-29T20:01:23.521Z,2025-07-25T01:41:19.667Z,150,150,False,2.679,2.679,False,29,19.3,1696,12,211.78,False,152.0,445.0,293.0,Jordan 1; (TD); Air Jordan 1 Mid; FD8782-400 AIR JORDAN 1 MID (TD); Air Jordan 1; FD8782-400 AIR JORDAN 1 MID,,2025-07-25T01:54:45.790500
FD8782-400 AIR JORDAN 1 MID (TD),Air Jordan,,air-jordan-1-retro-high-og-shattered-backboard-2025-dz5485-008,12,Sales capped at API limit; Velocity is minimum; Prices from recent sales only; Duplicate catalog data,True,DQ8423-801 AIR JORDAN 1 MID,56,2025-05-29T20:01:23.521Z,2025-07-25T01:41:19.667Z,≥200,200,True,≥9.524,9.524,True,43,21.5,1696,12,192.39,True,143.0,292.0,149.0,Jordan 1; (TD); Air Jordan 1 Mid; FD8782-400 AIR JORDAN 1 MID (TD); Air Jordan 1; FD8782-400 AIR JORDAN 1 MID,,2025-07-25T01:54:45.790500
FD8782-400 AIR JORDAN 1 MID (TD),Air Jordan,,air-jordan-1-retro-high-og-shattered-backboard-2025-dz5485-008,12.5,Duplicate catalog data,True,DQ8423-801 AIR JORDAN 1 MID,56,2025-05-29T20:01:23.521Z,2025-07-25T01:41:19.667Z,32,32,False,0.865,0.865,False,7,21.9,1696,12,218.65,False,139.0,670.0,531.0,Jordan 1; (TD); Air Jordan 1 Mid; FD8782-400 AIR JORDAN 1 MID (TD); Air Jordan 1; FD8782-400 AIR JORDAN 1 MID,,2025-07-25T01:54:45.790500
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,4.5,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,1,1,False,1.0,1.0,False,0,0.0,16,6,199.0,False,199.0,199.0,,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,2,2,False,2.0,2.0,False,0,0.0,16,6,197.0,False,194.0,200.0,6.0,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5.5,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,5,5,False,5.0,5.0,False,0,0.0,16,6,201.6,False,176.0,226.0,50.0,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,1,1,False,1.0,1.0,False,0,0.0,16,6,176.0,False,176.0,176.0,,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6.5,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,3,3,False,3.0,3.0,False,0,0.0,16,6,161.0,False,150.0,175.0,25.0,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
FB9109-102 NIKE DUNK LOW (GS),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7,Data appears complete,False,,3,2025-07-21T16:02:41.070Z,2025-07-24T16:33:55.600Z,4,4,False,2.0,2.0,False,0,0.0,16,6,152.5,False,150.0,155.0,5.0,Dunk Low; (GS); Nike Dunk Low; FB9109-102 NIKE DUNK LOW (GS); FB9109-102 NIKE DUNK LOW,,2025-07-25T01:54:47.901607
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,2,2,False,2.0,2.0,False,0,0.0,149,12,197.0,False,194.0,200.0,6.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,5,5,False,5.0,5.0,False,0,0.0,149,12,201.6,False,176.0,226.0,50.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,1,1,False,1.0,1.0,False,0,0.0,149,12,176.0,False,176.0,176.0,,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,3,3,False,3.0,3.0,False,0,0.0,149,12,161.0,False,150.0,175.0,25.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,2.0,2.0,False,0,0.0,149,12,152.5,False,150.0,155.0,5.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,0.667,0.667,False,0,0.0,149,12,167.75,False,130.0,194.0,64.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,7,7,False,3.5,3.5,False,1,14.3,149,12,139.28,False,136.0,143.0,7.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,11,11,False,3.667,3.667,False,1,9.1,149,12,154.27,False,137.0,212.0,75.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,26,26,False,4.333,4.333,False,0,0.0,149,12,142.88,False,135.0,177.0,42.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,18,18,False,1.636,1.636,False,2,11.1,149,12,160.11,False,141.0,222.0,81.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,35,35,False,5.0,5.0,False,0,0.0,149,12,148.22,False,133.0,171.0,38.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HF5441-101 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,33,33,False,2.538,2.538,False,2,6.1,149,12,159.24,False,139.0,264.0,125.0,Dunk Low; Nike Dunk Low; HF5441-101 NIKE DUNK LOW RETRO; HF5441-101 NIKE DUNK LOW RETRO (M); (M); HF5441-101 NIKE DUNK LOW RETRO  (M),,2025-07-25T01:54:50.785164
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,2,2,False,2.0,2.0,False,0,0.0,149,12,197.0,False,194.0,200.0,6.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,5,5,False,5.0,5.0,False,0,0.0,149,12,201.6,False,176.0,226.0,50.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,1,1,False,1.0,1.0,False,0,0.0,149,12,176.0,False,176.0,176.0,,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,3,3,False,3.0,3.0,False,0,0.0,149,12,161.0,False,150.0,175.0,25.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,2.0,2.0,False,0,0.0,149,12,152.5,False,150.0,155.0,5.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,0.667,0.667,False,0,0.0,149,12,167.75,False,130.0,194.0,64.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,7,7,False,3.5,3.5,False,1,14.3,149,12,139.28,False,136.0,143.0,7.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,11,11,False,3.667,3.667,False,1,9.1,149,12,154.27,False,137.0,212.0,75.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,26,26,False,4.333,4.333,False,0,0.0,149,12,142.88,False,135.0,177.0,42.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,18,18,False,1.636,1.636,False,2,11.1,149,12,160.11,False,141.0,222.0,81.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,35,35,False,5.0,5.0,False,0,0.0,149,12,148.22,False,133.0,171.0,38.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HQ1931-100 NIKE DUNK LOW RETRO SE (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,33,33,False,2.538,2.538,False,2,6.1,149,12,159.24,False,139.0,264.0,125.0,Dunk Low; Nike Dunk Low; HQ1931-100 NIKE DUNK LOW RETRO SE; HQ1931-100 NIKE DUNK LOW RETRO SE (M); (M),,2025-07-25T01:54:53.683460
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,2,2,False,2.0,2.0,False,0,0.0,149,12,197.0,False,194.0,200.0,6.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,5.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,5,5,False,5.0,5.0,False,0,0.0,149,12,201.6,False,176.0,226.0,50.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,1,1,False,1.0,1.0,False,0,0.0,149,12,176.0,False,176.0,176.0,,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,6.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,3,3,False,3.0,3.0,False,0,0.0,149,12,161.0,False,150.0,175.0,25.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,2.0,2.0,False,0,0.0,149,12,152.5,False,150.0,155.0,5.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,7.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,4,4,False,0.667,0.667,False,0,0.0,149,12,167.75,False,130.0,194.0,64.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,7,7,False,3.5,3.5,False,1,14.3,149,12,139.28,False,136.0,143.0,7.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,8.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,11,11,False,3.667,3.667,False,1,9.1,149,12,154.27,False,137.0,212.0,75.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,26,26,False,4.333,4.333,False,0,0.0,149,12,142.88,False,135.0,177.0,42.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,9.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,18,18,False,1.636,1.636,False,2,11.1,149,12,160.11,False,141.0,222.0,81.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,35,35,False,5.0,5.0,False,0,0.0,149,12,148.22,False,133.0,171.0,38.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
HF5441-105 NIKE DUNK LOW RETRO  (M),Nike,,arts-rec-x-dunk-low-sb-khaki-ih3211-200,10.5,Duplicate catalog data,True,FB9109-102 NIKE DUNK LOW (GS),13,2025-07-11T13:21:07.080Z,2025-07-25T01:46:44.465Z,33,33,False,2.538,2.538,False,2,6.1,149,12,159.24,False,139.0,264.0,125.0,HF5441-105 NIKE DUNK LOW RETRO  (M); HF5441-105 NIKE DUNK LOW RETRO (M); HF5441-105 NIKE DUNK LOW RETRO; Dunk Low; Nike Dunk Low; (M),,2025-07-25T01:54:57.371289
FB9107-119 NIKE DUNK LOW (TD),Nike,,dunk-low-td-st-johns-fb9107-119,5,Data appears complete,False,,174,2025-01-17T15:43:53.777Z,2025-07-11T03:14:38.277Z,5,5,False,0.074,0.074,False,0,0.0,37,6,47.0,False,39.0,60.0,21.0,FB9107-119 NIKE DUNK LOW; Dunk Low; FB9107-119 NIKE DUNK LOW (TD); Nike Dunk Low; (TD),,2025-07-25T01:55:00.157750
FB9107-119 NIKE DUNK LOW (TD),Nike,,dunk-low-td-st-johns-fb9107-119,6,Data appears complete,False,,174,2025-01-17T15:43:53.777Z,2025-07-11T03:14:38.277Z,5,5,False,0.045,0.045,False,0,0.0,37,6,40.0,False,33.0,58.0,25.0,FB9107-119 NIKE DUNK LOW; Dunk Low; FB9107-119 NIKE DUNK LOW (TD); Nike Dunk Low; (TD),,2025-07-25T01:55:00.157750
FB9107-119 NIKE DUNK LOW (TD),Nike,,dunk-low-td-st-johns-fb9107-119,7,Data appears complete,False,,174,2025-01-17T15:43:53.777Z,2025-07-11T03:14:38.277Z,7,7,False,0.123,0.123,False,1,14.3,37,6,47.42,False,31.0,59.0,28.0,FB9107-119 NIKE DUNK LOW; Dunk Low; FB9107-119 NIKE DUNK LOW (TD); Nike Dunk Low; (TD),,2025-07-25T01:55:00.157750
FB9107-119 NIKE DUNK LOW (TD),Nike,,dunk-low-td-st-johns-fb9107-119,8,Data appears complete,False,,174,2025-01-17T15:43:53.777Z,2025-07-11T03:14:38.277Z,6,6,False,0.044,0.044,False,2,33.3,37,6,48.5,False,28.0,64.0,36.0,FB9107-119 NIKE DUNK LOW; Dunk Low; FB9107-119 NIKE DUNK LOW (TD); Nike Dunk Low; (TD),,2025-07-25T01:55:00.157750
FB9107-119 NIKE DUNK LOW (TD),Nike,,dunk-low-td-st-johns-fb9107-119,9,Data appears complete,False,,174,2025-01-17T15:43:53.777Z,2025-07-11T03:14:38.277Z,8,8,False,0.073,0.073,False,3,37.5,37,6,40.25,False,34.0,50.0,16.0,FB9107-119 NIKE DUNK LOW; Dunk Low; FB9107-119 NIKE DUNK LOW (TD); Nike Dunk Low; (TD),,2025-07-25T01:55:00.157750
